dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina,glutamatergic neuron,0.7958223289315726,0.9581938,0.56,1.0,0.56,1.0,0.7164948949805142,38.390830993652344,43.73407211303711,9.021800231933593,368.02459106445315,14121.274,9.438244
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina,glutamatergic neuron,0.5315246098439376,0.8407534,0.44,1.0,0.44,1.0,0.395036864527123,40.15555076599121,46.29163017272949,9.779460239410401,550.5754211425781,15698.397,5.8498216
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina,oligodendrocyte,0.5704201680672268,0.58302695,0.5,1.0,0.5,0.92,0.998407643312102,25.75169258117676,26.399577331542968,6.1444355010986325,275.50096740722654,7375.0503,84.24815
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina,oligodendrocyte,0.4046578631452581,0.7638523,0.48,1.0,0.48,0.96,0.8978338182249398,28.36395893096924,28.485977554321288,7.125959014892578,125.737060546875,7493.649,8.214697
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina,astrocyte,0.8679471788715486,0.89758116,0.58,1.0,0.58,0.96,0.9526979941614088,28.989536094665528,28.463986587524413,6.059277820587158,290.2185760498047,3542.3188,7.639538
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina,astrocyte,0.8244417767106842,0.7968041,0.62,1.0,0.62,0.96,0.5323922306747183,29.87206573486328,30.293289947509766,6.0494465827941895,538.6512481689454,4466.516,13.966952
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina,GABAergic neuron,0.9195198079231693,0.9594469,0.52,1.0,0.52,1.0,0.729139540097954,40.8279727935791,44.51875267028809,8.368799114227295,367.2366638183594,1493.6547,3.4551327
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina,GABAergic neuron,0.7202400960384154,0.80962545,0.4,1.0,0.4,0.94,0.8086560364464692,41.26950531005859,45.30841751098633,8.645491981506348,506.26557006835935,1616.4326,10.032219
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina,endothelial cell,0.8218487394957983,0.8689132,0.64,1.0,0.64,0.96,0.7377247844882716,31.55583801269531,32.22322540283203,6.107109069824219,197.85393981933595,3614.3108,26.670866
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina,endothelial cell,0.7824729891956782,0.9928677,0.16,0.875,0.14,0.66,0.6922341773511157,32.01651248931885,32.666747665405275,6.704730606079101,305.7732635498047,5117.7847,269.22256
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina-ablated,glutamatergic neuron,0.7557743097238895,0.911888,0.3,1.0,0.3,1.0,0.3916843055509119,34.683074951171875,46.66039390563965,18.389714431762695,907.0468322753907,16421.572,21.405638
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina-ablated,glutamatergic neuron,0.38861944777911167,0.70933557,0.3,1.0,0.3,0.98,0.5894016472593013,32.89931793212891,41.124856567382814,12.578940391540527,650.4783081054687,15040.664,13.924024
merfish,C57BL6J-2.039,Thalamus,Isocortex,50,cellina-ablated,oligodendrocyte,0.5890516206482593,0.5806605,0.52,1.0,0.52,0.84,0.9010623512510217,26.774066925048828,27.26583061218262,5.042738819122315,111.21022033691406,7244.689,90.91584
merfish,C57BL6J-2.039,Thalamus,Fiber_tracts,50,cellina-ablated,oligodendrocyte,0.3759423769507803,0.78873265,0.28,1.0,0.28,0.9,0.725027660120726,27.1405179977417,27.828593063354493,6.51961030960083,164.95592346191407,7299.469,12.281738
